id,file,line,type,source_text,revised_text,notes
JP-0001,src/pages/AboutPage.jsx,16,jsx_text,金融情報の不透明性をなくし、,,
JP-0002,src/pages/AboutPage.jsx,18,jsx_text,誰もが主役になれる,,
JP-0003,src/pages/AboutPage.jsx,18,jsx_text,金融社会へ。,,
JP-0004,src/pages/AboutPage.jsx,20,jsx_text,MoneyMartは、,,
JP-0005,src/pages/AboutPage.jsx,21,jsx_text,・AIを活用し、中立・公正な立場で最適な金融商品を提案する,,
JP-0006,src/pages/AboutPage.jsx,21,jsx_text,日本発のAI金融プラットフォームです。,,
JP-0007,src/pages/AboutPage.jsx,21,jsx_text,独立系,,
JP-0008,src/pages/AboutPage.jsx,30,jsx_text,私たちの使命と価値観,,
JP-0009,src/pages/AboutPage.jsx,39,jsx_text,「金融アドバイスの民主化」,,
JP-0010,src/pages/AboutPage.jsx,42,jsx_text,一部の富裕層だけのものであった「質の高い金融アドバイス」を、,,
JP-0011,src/pages/AboutPage.jsx,43,jsx_text,として、情報の非対称性を解消し、誰もが納得して資産形成できる世界を作ります。,,
JP-0012,src/pages/AboutPage.jsx,43,jsx_text,の力ですべての人に届けます。金融機関と資本提携を持たない,,
JP-0013,src/pages/AboutPage.jsx,43,jsx_text,独立系,,
JP-0014,src/pages/AboutPage.jsx,48,string_literal,独立系 (Independent),,
JP-0015,src/pages/AboutPage.jsx,48,string_literal,金融機関との資本提携を持たず、完全に中立な立場でアドバイスを提供します。,,
JP-0016,src/pages/AboutPage.jsx,49,string_literal,中立・公正 (Fairness),,
JP-0017,src/pages/AboutPage.jsx,49,string_literal,金融機関の手数料に左右されず、ユーザーにとって本当に良い商品だけを提案します。,,
JP-0018,src/pages/AboutPage.jsx,50,string_literal,AIを活用し、個人の状況に最適化された金融アドバイスを誰もが利用できるようにします。,,
JP-0019,src/pages/AboutPage.jsx,50,string_literal,AI駆動,,
JP-0020,src/pages/AboutPage.jsx,51,string_literal,コストやリスクを隠さず、全ての情報をオープンにします。,,
JP-0021,src/pages/AboutPage.jsx,51,string_literal,透明性 (Transparency),,
JP-0022,src/pages/AboutPage.jsx,52,string_literal,すべての意思決定において、ユーザーの利益を最優先します。,,
JP-0023,src/pages/AboutPage.jsx,52,string_literal,ユーザーファースト,,
JP-0024,src/pages/AboutPage.jsx,81,jsx_text,テクノロジーと金融の融合で、,,
JP-0025,src/pages/AboutPage.jsx,81,string_literal,> テクノロジーと金融の融合で、<br />日本の資産運用を変革する。 </h3> <div className=,,
JP-0026,src/pages/AboutPage.jsx,82,jsx_text,日本の資産運用を変革する。,,
JP-0027,src/pages/AboutPage.jsx,84,string_literal,> <p>創業以来、私たちは「わかりにくい金融を、もっとシンプルに」という想いで走り続けてきました。</p> <p>グローバル金融機関での経験と最新の<strong>AI</strong>テクノロジーを掛け合わせることで、これまで専門家しかアクセスできなかった高度な分析を、スマートフォンの画面一つで提供できるようにしました。<strong>独立系</strong>として、金融機関の利害に左右されない公正なアドバイスを届けています。</p> <p>MoneyMartは単なる比較サイトではありません。あなたの人生に寄り添う、最も信頼できる金融パートナーを目指しています。</p> </div> <div className=,,
JP-0028,src/pages/AboutPage.jsx,85,jsx_text,創業以来、私たちは「わかりにくい金融を、もっとシンプルに」という想いで走り続けてきました。,,
JP-0029,src/pages/AboutPage.jsx,86,jsx_text,として、金融機関の利害に左右されない公正なアドバイスを届けています。,,
JP-0030,src/pages/AboutPage.jsx,86,jsx_text,グローバル金融機関での経験と最新の,,
JP-0031,src/pages/AboutPage.jsx,86,jsx_text,テクノロジーを掛け合わせることで、これまで専門家しかアクセスできなかった高度な分析を、スマートフォンの画面一つで提供できるようにしました。,,
JP-0032,src/pages/AboutPage.jsx,86,jsx_text,独立系,,
JP-0033,src/pages/AboutPage.jsx,87,jsx_text,MoneyMartは単なる比較サイトではありません。あなたの人生に寄り添う、最も信頼できる金融パートナーを目指しています。,,
JP-0034,src/pages/AboutPage.jsx,102,jsx_text,会社概要,,
JP-0035,src/pages/AboutPage.jsx,102,string_literal,/> 会社概要 </h2> </div> <div className=,,
JP-0036,src/pages/AboutPage.jsx,105,string_literal,"> {[ { label: '会社名', value: 'MoneyLab Ltd. (MoneyMart運営会社)' }, { label: '代表者', value: '代表取締役 Kelly Nam' }, { label: '設立', value: '2025年 12月' }, { label: '資本金', value: '5,000万円（資本準備金含む）' }, { label: '所在地', value: '〒106-0032 東京都港区六本木 1-4-5 アークヒルズサウスタワー' }, { label: '事業内容', value: '金融商品比較プラットフォーム「MoneyMart」の運営\nAI資産管理ツールの開発・提供' }, { label: '登録番号', value: '金融商品取引業者 関東財務局長（金商）第1234号' }, { label: '主要取引銀行', value: '三菱UFJ銀行、三井住友銀行、みずほ銀行' }, ].map((row, i) => ( <div key={i} className=",,
JP-0037,src/pages/AboutPage.jsx,130,jsx_text,私たちと一緒に働きませんか？,,
JP-0038,src/pages/AboutPage.jsx,130,string_literal,>私たちと一緒に働きませんか？</h2> <p className=,,
JP-0039,src/pages/AboutPage.jsx,131,jsx_text,MoneyLabでは、金融の未来を創る仲間を募集しています。,,
JP-0040,src/pages/AboutPage.jsx,131,string_literal,> MoneyLabでは、金融の未来を創る仲間を募集しています。<br /> エンジニア、マーケター、金融スペシャリストをお待ちしています。 </p> <button className=,,
JP-0041,src/pages/AboutPage.jsx,132,jsx_text,エンジニア、マーケター、金融スペシャリストをお待ちしています。,,
JP-0042,src/pages/AboutPage.jsx,135,jsx_text,採用情報を見る,,
JP-0043,src/pages/AcademyPage.jsx,13,string_literal,【徹底解説】新NISA、初心者はこれを買え！失敗しない銘柄選び,,
JP-0044,src/pages/AcademyPage.jsx,14,string_literal,MoneyMart 公式チャンネル,,
JP-0045,src/pages/AcademyPage.jsx,15,string_literal,12.5万回視聴,,
JP-0046,src/pages/AcademyPage.jsx,17,string_literal,初心者向け,,
JP-0047,src/pages/AcademyPage.jsx,17,string_literal,投資信託,,
JP-0048,src/pages/AcademyPage.jsx,17,string_literal,新NISA,,
JP-0049,src/pages/AcademyPage.jsx,25,string_literal,🐣 投資1年生のための基礎講座,,
JP-0050,src/pages/AcademyPage.jsx,27,string_literal,初級,,
JP-0051,src/pages/AcademyPage.jsx,27,string_literal,株と債券の違いとは？,,
JP-0052,src/pages/AcademyPage.jsx,28,string_literal,初級,,
JP-0053,src/pages/AcademyPage.jsx,28,string_literal,複利効果で資産を倍にする方法,,
JP-0054,src/pages/AcademyPage.jsx,29,string_literal,iDeCoの節税メリット,,
JP-0055,src/pages/AcademyPage.jsx,29,string_literal,初級,,
JP-0056,src/pages/AcademyPage.jsx,34,string_literal,📊 チャート分析・テクニカル,,
JP-0057,src/pages/AcademyPage.jsx,36,string_literal,中級,,
JP-0058,src/pages/AcademyPage.jsx,36,string_literal,移動平均線のゴールデンクロス,,
JP-0059,src/pages/AcademyPage.jsx,37,string_literal,MACDを使った売買タイミング,,
JP-0060,src/pages/AcademyPage.jsx,37,string_literal,中級,,
JP-0061,src/pages/AcademyPage.jsx,38,string_literal,ボリンジャーバンド完全攻略,,
JP-0062,src/pages/AcademyPage.jsx,38,string_literal,上級,,
JP-0063,src/pages/AcademyPage.jsx,44,string_literal,PER (株価収益率),,
JP-0064,src/pages/AcademyPage.jsx,45,string_literal,ピーイーアール / Price Earnings Ratio,,
JP-0065,src/pages/AcademyPage.jsx,46,string_literal,株価が1株当たり純利益の何倍まで買われているかを見る指標。一般的に15倍以下だと割安とされる。,,
JP-0066,src/pages/AcademyPage.jsx,47,string_literal,「A社のPERは10倍なので、同業他社より割安だ」,,
JP-0067,src/pages/AcademyPage.jsx,51,string_literal,🐣 投資1年生のための基礎講座,,
JP-0068,src/pages/AcademyPage.jsx,52,string_literal,📊 チャート分析・テクニカル,,
JP-0069,src/pages/AcademyPage.jsx,53,string_literal,📘 投資リテラシー講座,,
JP-0070,src/pages/AcademyPage.jsx,65,string_literal,${(n / 10000).toFixed(1)}万回視聴,,
JP-0071,src/pages/AcademyPage.jsx,66,string_literal,${n.toLocaleString()}回視聴,,
JP-0072,src/pages/AcademyPage.jsx,88,string_literal,動画リンク準備中です。しばらくしてから再度お試しください。,,
JP-0073,src/pages/AcademyPage.jsx,119,string_literal,初級,,
JP-0074,src/pages/AcademyPage.jsx,175,string_literal,すべて,,
JP-0075,src/pages/AcademyPage.jsx,176,string_literal,一般講座,,
JP-0076,src/pages/AcademyPage.jsx,176,string_literal,分析講座,,
JP-0077,src/pages/AcademyPage.jsx,176,string_literal,基礎講座,,
JP-0078,src/pages/AcademyPage.jsx,184,jsx_text,アカデミー,,
JP-0079,src/pages/AcademyPage.jsx,188,jsx_text,マイページ,,
JP-0080,src/pages/AcademyPage.jsx,194,jsx_text,お金の知識が、,,
JP-0081,src/pages/AcademyPage.jsx,196,jsx_text,未来の資産,,
JP-0082,src/pages/AcademyPage.jsx,198,jsx_text,になる。,,
JP-0083,src/pages/AcademyPage.jsx,201,jsx_text,動画で学ぶ、クイズで試す。最短で投資家デビュー。,,
JP-0084,src/pages/AcademyPage.jsx,210,string_literal,"何を学びたいですか？ (例: NISA, チャート分析...)",,
JP-0085,src/pages/AcademyPage.jsx,256,jsx_text,講座データを読み込み中...,,
JP-0086,src/pages/AcademyPage.jsx,272,jsx_text,公式,,
JP-0087,src/pages/AcademyPage.jsx,297,jsx_text,すべて見る,,
JP-0088,src/pages/AcademyPage.jsx,320,string_literal,text-[10px] font-bold px-1.5 py-0.5 rounded ${video.level === '初級' ? 'bg-green-100 dark:bg-green-900/30 text-green-600 dark:text-green-400' : video.level === '中級' ? 'bg-yellow-100 dark:bg-yellow-900/30 text-yellow-600 dark:text-yellow-400' : 'bg-red-100 dark:bg-red-900/30 text-red-600 dark:text-red-400'},,
JP-0089,src/pages/AcademyPage.jsx,325,jsx_text,リンク準備中,,
JP-0090,src/pages/AcademyPage.jsx,333,jsx_text,該当する講座が見つかりませんでした。,,
JP-0091,src/pages/AcademyPage.jsx,346,jsx_text,今日の用語,,
JP-0092,src/pages/AcademyPage.jsx,363,jsx_text,学習レベル,,
JP-0093,src/pages/AcademyPage.jsx,364,jsx_text,Lv.3 初級,,
JP-0094,src/pages/AcademyPage.jsx,378,jsx_text,次のレベルまで,,
JP-0095,src/pages/AcademyPage.jsx,383,jsx_text,今日のクイズに挑戦,,
JP-0096,src/pages/AcademyPage.jsx,391,jsx_text,プレミアム会員限定,,
JP-0097,src/pages/AcademyPage.jsx,392,jsx_text,プロ投資家による,,
JP-0098,src/pages/AcademyPage.jsx,393,jsx_text,特別講義動画が見放題になります。,,
JP-0099,src/pages/AcademyPage.jsx,399,jsx_text,詳細を見る,,
JP-0100,src/pages/AdminPage.jsx,41,string_literal,初級,,
JP-0101,src/pages/AdminPage.jsx,181,string_literal,初級,,
JP-0102,src/pages/AdminPage.jsx,714,string_literal,初級,,
JP-0103,src/pages/AdminPage.jsx,715,string_literal,中級,,
JP-0104,src/pages/AdminPage.jsx,716,string_literal,上級,,
JP-0105,src/pages/FAQPage.jsx,10,string_literal,サービス全般,,
JP-0106,src/pages/FAQPage.jsx,13,string_literal,MoneyMartは、中立的な立場から最適な金融商品（投資信託、クレジットカード、住宅ローンなど）を比較・シミュレーションできるプラットフォームです。AIを活用して、個人の資産状況に合わせたポートフォリオ提案も行います。,,
JP-0107,src/pages/FAQPage.jsx,13,string_literal,MoneyMartはどのようなサービスですか？,,
JP-0108,src/pages/FAQPage.jsx,14,string_literal,利用料はかかりますか？,,
JP-0109,src/pages/FAQPage.jsx,14,string_literal,基本的な機能（商品比較、ポートフォリオ管理、AI診断の簡易版）はすべて無料でご利用いただけます。より高度な分析機能やリアルタイム株価などを利用したい場合は、有料の「MoneyMart Prime」プランへの登録が必要です。,,
JP-0110,src/pages/FAQPage.jsx,15,string_literal,MoneyMart自体は証券会社ではないため、直接口座開設はできませんが、提携先の証券会社（SBI証券、楽天証券など）の開設ページへスムーズにご案内しています。,,
JP-0111,src/pages/FAQPage.jsx,15,string_literal,証券口座の開設はできますか？,,
JP-0112,src/pages/FAQPage.jsx,19,string_literal,アカウント・セキュリティ,,
JP-0113,src/pages/FAQPage.jsx,22,string_literal,はい。お客様のデータは金融機関レベルの暗号化技術（SSL/TLS）を用いて保護されています。また、資産データは閲覧専用（Read-only）で連携されるため、MoneyMartから資金が移動されることは絶対にありません。,,
JP-0114,src/pages/FAQPage.jsx,22,string_literal,個人情報の取り扱いは安全ですか？,,
JP-0115,src/pages/FAQPage.jsx,23,string_literal,2段階認証は設定できますか？,,
JP-0116,src/pages/FAQPage.jsx,23,string_literal,はい、推奨しております。マイページの「設定」＞「セキュリティ」から、SMSまたは認証アプリによる2段階認証を設定可能です。,,
JP-0117,src/pages/FAQPage.jsx,24,string_literal,退会したいのですが、データはどうなりますか？,,
JP-0118,src/pages/FAQPage.jsx,24,string_literal,退会手続き完了後、お客様の個人情報および資産データは当社のサーバーから完全に削除されます。復元はできませんのでご注意ください。,,
JP-0119,src/pages/FAQPage.jsx,28,string_literal,有料プラン (Prime),,
JP-0120,src/pages/FAQPage.jsx,31,string_literal,いいえ。30日間の無料体験期間中に解約された場合、料金は一切発生しません。安心してお試しください。,,
JP-0121,src/pages/FAQPage.jsx,31,string_literal,無料期間中に解約した場合、料金は発生しますか？,,
JP-0122,src/pages/FAQPage.jsx,32,string_literal,"各種クレジットカード（Visa, Mastercard, JCB, Amex, Diners）および、キャリア決済（d払い, auかんたん決済, ソフトバンクまとめて支払い）に対応しています。",,
JP-0123,src/pages/FAQPage.jsx,32,string_literal,支払い方法を教えてください。,,
JP-0124,src/pages/FAQPage.jsx,33,string_literal,はい。マイページの「支払い履歴」からPDF形式の領収書をダウンロードいただけます。,,
JP-0125,src/pages/FAQPage.jsx,33,string_literal,領収書の発行は可能ですか？,,
JP-0126,src/pages/FAQPage.jsx,37,string_literal,投資・NISA,,
JP-0127,src/pages/FAQPage.jsx,40,string_literal,はい、完全対応しています。「つみたて投資枠」と「成長投資枠」それぞれのシミュレーションや、非課税枠の残り管理機能も提供しています。,,
JP-0128,src/pages/FAQPage.jsx,40,string_literal,新NISAには対応していますか？,,
JP-0129,src/pages/FAQPage.jsx,41,string_literal,無料プランでは15分〜20分遅延の株価が表示されます。MoneyMart Prime会員の方は、リアルタイム株価をご利用いただけます。,,
JP-0130,src/pages/FAQPage.jsx,41,string_literal,表示される株価はリアルタイムですか？,,
JP-0131,src/pages/FAQPage.jsx,42,string_literal,AIが提案した銘柄は、必ず儲かりますか？,,
JP-0132,src/pages/FAQPage.jsx,42,string_literal,いいえ。MoneyMartのAI提案は過去のデータに基づく分析結果であり、将来の運用成果を保証するものではありません。投資の最終判断はご自身で行ってください。,,
JP-0133,src/pages/FAQPage.jsx,71,jsx_text,何かお困りですか？,,
JP-0134,src/pages/FAQPage.jsx,76,string_literal,"キーワードで検索 (例: NISA, 解約, 手数料...)",,
JP-0135,src/pages/FAQPage.jsx,160,jsx_text,検索結果が見つかりませんでした。,,
JP-0136,src/pages/FAQPage.jsx,161,jsx_text,別のキーワードを試すか、下記よりお問い合わせください。,,
JP-0137,src/pages/FAQPage.jsx,168,jsx_text,解決しませんでしたか？,,
JP-0138,src/pages/FAQPage.jsx,177,jsx_text,チャットサポート,,
JP-0139,src/pages/FAQPage.jsx,178,jsx_text,AIボットが即座に対応します。,,
JP-0140,src/pages/FAQPage.jsx,179,jsx_text,チャットを開く,,
JP-0141,src/pages/FAQPage.jsx,191,jsx_text,メールで問い合わせ,,
JP-0142,src/pages/FAQPage.jsx,192,jsx_text,通常24時間以内に返信します。,,
JP-0143,src/pages/FAQPage.jsx,193,jsx_text,フォームへ移動,,
JP-0144,src/pages/FundComparePage.jsx,14,string_literal,eMAXIS Slim 全世界株式 (オール・カントリー),,
JP-0145,src/pages/FundComparePage.jsx,21,string_literal,2.8兆円,,
JP-0146,src/pages/FundComparePage.jsx,26,string_literal,eMAXIS Slim 米国株式 (S&P500),,
JP-0147,src/pages/FundComparePage.jsx,33,string_literal,1.5兆円,,
JP-0148,src/pages/FundComparePage.jsx,38,string_literal,アライアンス・バーンスタイン・米国成長株投信Ｄ,,
JP-0149,src/pages/FundComparePage.jsx,45,string_literal,8000億円,,
JP-0150,src/pages/FundComparePage.jsx,50,string_literal,ひふみプラス,,
JP-0151,src/pages/FundComparePage.jsx,57,string_literal,5000億円,,
JP-0152,src/pages/FundComparePage.jsx,62,string_literal,ピクテ・グローバル・インカム株式ファンド,,
JP-0153,src/pages/FundComparePage.jsx,69,string_literal,3000億円,,
JP-0154,src/pages/FundComparePage.jsx,75,string_literal,1月,,
JP-0155,src/pages/FundComparePage.jsx,76,string_literal,2月,,
JP-0156,src/pages/FundComparePage.jsx,77,string_literal,3月,,
JP-0157,src/pages/FundComparePage.jsx,78,string_literal,4月,,
JP-0158,src/pages/FundComparePage.jsx,79,string_literal,5月,,
JP-0159,src/pages/FundComparePage.jsx,80,string_literal,6月,,
JP-0160,src/pages/FundComparePage.jsx,115,jsx_text,ファンド比較分析,,
JP-0161,src/pages/FundComparePage.jsx,118,jsx_text,ファンドを追加,,
JP-0162,src/pages/FundComparePage.jsx,129,jsx_text,ファンド性格診断,,
JP-0163,src/pages/FundComparePage.jsx,136,string_literal,収益性,,
JP-0164,src/pages/FundComparePage.jsx,137,string_literal,安定性,,
JP-0165,src/pages/FundComparePage.jsx,138,string_literal,コスト,,
JP-0166,src/pages/FundComparePage.jsx,139,string_literal,人気度,,
JP-0167,src/pages/FundComparePage.jsx,140,string_literal,配当金,,
JP-0168,src/pages/FundComparePage.jsx,166,jsx_text,収益率シミュレーション (6ヶ月),,
JP-0169,src/pages/FundComparePage.jsx,199,jsx_text,比較項目,,
JP-0170,src/pages/FundComparePage.jsx,215,jsx_text,直近リターン(1年),,
JP-0171,src/pages/FundComparePage.jsx,221,jsx_text,最高,,
JP-0172,src/pages/FundComparePage.jsx,226,jsx_text,信託報酬 (コスト),,
JP-0173,src/pages/FundComparePage.jsx,232,jsx_text,最安,,
JP-0174,src/pages/FundComparePage.jsx,237,jsx_text,シャープレシオ,,
JP-0175,src/pages/FundComparePage.jsx,248,jsx_text,純資産総額,,
JP-0176,src/pages/FundComparePage.jsx,262,jsx_text,選択する,,
JP-0177,src/pages/FundComparePage.jsx,279,jsx_text,AIのアドバイス,,
JP-0178,src/pages/FundComparePage.jsx,280,jsx_text,長期的な資産形成を目指すなら、コストが最も低く、分散投資効果が高い,,
JP-0179,src/pages/FundComparePage.jsx,281,jsx_text,eMAXIS Slim 全世界株式,,
JP-0180,src/pages/FundComparePage.jsx,281,jsx_text,が推奨されます。一方、短期的なリターンを狙う場合はS&P500が有利です。,,
JP-0181,src/pages/FundDetailPage.jsx,15,string_literal,eMAXIS Slim 全世界株式 (オール・カントリー),,
JP-0182,src/pages/FundDetailPage.jsx,16,string_literal,三菱UFJ国際投信,,
JP-0183,src/pages/FundDetailPage.jsx,20,string_literal,2兆8000億円,,
JP-0184,src/pages/FundDetailPage.jsx,23,string_literal,全世界株式,,
JP-0185,src/pages/FundDetailPage.jsx,24,string_literal,日本を含む先進国および新興国の株式等に投資し、MSCIオール・カントリー・ワールド・インデックス(配当込み、円換算ベース)に連動する投資成果をめざします。,,
JP-0186,src/pages/FundDetailPage.jsx,27,string_literal,米国,,
JP-0187,src/pages/FundDetailPage.jsx,28,string_literal,日本,,
JP-0188,src/pages/FundDetailPage.jsx,29,string_literal,英国,,
JP-0189,src/pages/FundDetailPage.jsx,30,string_literal,その他先進国,,
JP-0190,src/pages/FundDetailPage.jsx,31,string_literal,新興国,,
JP-0191,src/pages/FundDetailPage.jsx,36,string_literal,eMAXIS Slim 米国株式 (S&P500),,
JP-0192,src/pages/FundDetailPage.jsx,37,string_literal,三菱UFJ国際投信,,
JP-0193,src/pages/FundDetailPage.jsx,41,string_literal,1兆5000億円,,
JP-0194,src/pages/FundDetailPage.jsx,44,string_literal,米国株式,,
JP-0195,src/pages/FundDetailPage.jsx,45,string_literal,米国の大型株を中心とした指数連動を目指す低コストファンド。,,
JP-0196,src/pages/FundDetailPage.jsx,48,string_literal,米国,,
JP-0197,src/pages/FundDetailPage.jsx,49,string_literal,現金等,,
JP-0198,src/pages/FundDetailPage.jsx,54,string_literal,アライアンス・バーンスタイン・米国成長株投信Ｄ,,
JP-0199,src/pages/FundDetailPage.jsx,55,string_literal,アライアンス・バーンスタイン,,
JP-0200,src/pages/FundDetailPage.jsx,59,string_literal,8000億円,,
JP-0201,src/pages/FundDetailPage.jsx,62,string_literal,米国株式,,
JP-0202,src/pages/FundDetailPage.jsx,63,string_literal,米国成長株への集中投資により高い資本成長を目指します。,,
JP-0203,src/pages/FundDetailPage.jsx,66,string_literal,米国,,
JP-0204,src/pages/FundDetailPage.jsx,67,string_literal,欧州,,
JP-0205,src/pages/FundDetailPage.jsx,68,string_literal,その他,,
JP-0206,src/pages/FundDetailPage.jsx,73,string_literal,ひふみプラス,,
JP-0207,src/pages/FundDetailPage.jsx,74,string_literal,レオス・キャピタルワークス,,
JP-0208,src/pages/FundDetailPage.jsx,78,string_literal,5000億円,,
JP-0209,src/pages/FundDetailPage.jsx,81,string_literal,国内株式,,
JP-0210,src/pages/FundDetailPage.jsx,82,string_literal,日本株中心のアクティブ運用で中長期の成長を目指します。,,
JP-0211,src/pages/FundDetailPage.jsx,85,string_literal,日本,,
JP-0212,src/pages/FundDetailPage.jsx,86,string_literal,現金等,,
JP-0213,src/pages/FundDetailPage.jsx,87,string_literal,海外,,
JP-0214,src/pages/FundDetailPage.jsx,92,string_literal,ピクテ・グローバル・インカム株式ファンド,,
JP-0215,src/pages/FundDetailPage.jsx,93,string_literal,ピクテ投信,,
JP-0216,src/pages/FundDetailPage.jsx,97,string_literal,3000億円,,
JP-0217,src/pages/FundDetailPage.jsx,100,string_literal,全世界株式,,
JP-0218,src/pages/FundDetailPage.jsx,101,string_literal,世界の高配当株へ分散投資し、インカム収益を重視するファンド。,,
JP-0219,src/pages/FundDetailPage.jsx,104,string_literal,米国,,
JP-0220,src/pages/FundDetailPage.jsx,105,string_literal,欧州,,
JP-0221,src/pages/FundDetailPage.jsx,106,string_literal,アジア,,
JP-0222,src/pages/FundDetailPage.jsx,107,string_literal,その他,,
JP-0223,src/pages/FundDetailPage.jsx,237,string_literal,ファンド,,
JP-0224,src/pages/FundDetailPage.jsx,244,string_literal,ベンチマーク,,
JP-0225,src/pages/FundDetailPage.jsx,252,string_literal,最低投資額: 100円,,
JP-0226,src/pages/FundDetailPage.jsx,253,string_literal,信託報酬: ${feeDisplay},,
JP-0227,src/pages/FundDetailPage.jsx,254,string_literal,解約手数料: 0%,,
JP-0228,src/pages/FundDetailPage.jsx,255,string_literal,設定日: 2018年1月,,
JP-0229,src/pages/FundDetailPage.jsx,256,string_literal,ベンチマーク: ${selectedFund?.returns?.benchmarkY5 ? '同カテゴリ代表指数' : 'MSCI ACWI'},,
JP-0230,src/pages/FundDetailPage.jsx,257,string_literal,税制: 個別条件により異なります,,
JP-0231,src/pages/FundDetailPage.jsx,294,jsx_text,基準価額 (昨日比),,
JP-0232,src/pages/FundDetailPage.jsx,308,jsx_text,純資産総額,,
JP-0233,src/pages/FundDetailPage.jsx,312,jsx_text,信託報酬 (税込),,
JP-0234,src/pages/FundDetailPage.jsx,316,jsx_text,リスク等級,,
JP-0235,src/pages/FundDetailPage.jsx,327,jsx_text,NISA対象,,
JP-0236,src/pages/FundDetailPage.jsx,329,jsx_text,成長枠・つみたて,,
JP-0237,src/pages/FundDetailPage.jsx,339,jsx_text,パフォーマンス,,
JP-0238,src/pages/FundDetailPage.jsx,342,jsx_text,基準価額の推移,,
JP-0239,src/pages/FundDetailPage.jsx,362,jsx_text,設定来成長率,,
JP-0240,src/pages/FundDetailPage.jsx,371,string_literal,ファンド,,
JP-0241,src/pages/FundDetailPage.jsx,372,string_literal,ベンチマーク,,
JP-0242,src/pages/FundDetailPage.jsx,383,jsx_text,リターン比較,,
JP-0243,src/pages/FundDetailPage.jsx,384,jsx_text,Underlying holdingsデータの不足を補うため、主要期間リターンで比較しやすく構成しています。,,
JP-0244,src/pages/FundDetailPage.jsx,395,string_literal,ファンド,,
JP-0245,src/pages/FundDetailPage.jsx,396,string_literal,ベンチマーク,,
JP-0246,src/pages/FundDetailPage.jsx,402,jsx_text,リスク評価,,
JP-0247,src/pages/FundDetailPage.jsx,405,jsx_text,リスク水準,,
JP-0248,src/pages/FundDetailPage.jsx,414,jsx_text,シャープレシオ,,
JP-0249,src/pages/FundDetailPage.jsx,417,jsx_text,5年年率とリスク等級に基づく参考スコア,,
JP-0250,src/pages/FundDetailPage.jsx,426,jsx_text,リスク分析,,
JP-0251,src/pages/FundDetailPage.jsx,429,jsx_text,資産配分,,
JP-0252,src/pages/FundDetailPage.jsx,444,jsx_text,ボラティリティ,,
JP-0253,src/pages/FundDetailPage.jsx,464,jsx_text,リスクとリターン,,
JP-0254,src/pages/FundDetailPage.jsx,469,string_literal,リスク,,
JP-0255,src/pages/FundDetailPage.jsx,470,string_literal,リターン,,
JP-0256,src/pages/FundDetailPage.jsx,485,jsx_text,投資家向け情報,,
