id,file,line,type,source_text,revised_text,notes
JP-0257,src/pages/FundDetailPage.jsx,498,jsx_text,目論見書 (PDF),,
JP-0258,src/pages/FundDetailPage.jsx,499,jsx_text,投資信託の詳しい情報が記載されています。,,
JP-0259,src/pages/FundDetailPage.jsx,502,jsx_text,ダウンロード,,
JP-0260,src/pages/FundDetailPage.jsx,511,jsx_text,積立シミュレーション,,
JP-0261,src/pages/FundDetailPage.jsx,516,jsx_text,毎月の積立額,,
JP-0262,src/pages/FundDetailPage.jsx,524,jsx_text,円,,
JP-0263,src/pages/FundDetailPage.jsx,528,jsx_text,想定利回りの根拠,,
JP-0264,src/pages/FundDetailPage.jsx,530,jsx_text,過去5年 年率リターン:,,
JP-0265,src/pages/FundDetailPage.jsx,557,jsx_text,MoneyMartでは売買注文は行わず、比較・分析情報のみ提供しています。,,
JP-0266,src/pages/FundDetailPage.jsx,569,string_literal,マイページから削除,,
JP-0267,src/pages/FundDetailPage.jsx,569,string_literal,マイページに追加,,
JP-0268,src/pages/FundDetailPage.jsx,574,jsx_text,ファンド一覧へ戻る,,
JP-0269,src/pages/FundPage.jsx,27,string_literal,国内,,
JP-0270,src/pages/FundPage.jsx,27,string_literal,国内株式,,
JP-0271,src/pages/FundPage.jsx,27,string_literal,日本,,
JP-0272,src/pages/FundPage.jsx,27,string_literal,日経,,
JP-0273,src/pages/FundPage.jsx,28,string_literal,米国,,
JP-0274,src/pages/FundPage.jsx,28,string_literal,米国株式,,
JP-0275,src/pages/FundPage.jsx,29,string_literal,全世界,,
JP-0276,src/pages/FundPage.jsx,29,string_literal,全世界株式,,
JP-0277,src/pages/FundPage.jsx,30,string_literal,新興国,,
JP-0278,src/pages/FundPage.jsx,30,string_literal,新興国株式,,
JP-0279,src/pages/FundPage.jsx,31,string_literal,債券,,
JP-0280,src/pages/FundPage.jsx,31,string_literal,債券型,,
JP-0281,src/pages/FundPage.jsx,32,string_literal,リート,,
JP-0282,src/pages/FundPage.jsx,33,string_literal,バランス,,
JP-0283,src/pages/FundPage.jsx,33,string_literal,バランス型,,
JP-0284,src/pages/FundPage.jsx,34,string_literal,その他,,
JP-0285,src/pages/FundPage.jsx,38,string_literal,債券型,,
JP-0286,src/pages/FundPage.jsx,39,string_literal,バランス型,,
JP-0287,src/pages/FundPage.jsx,55,string_literal,eMAXIS Slim 全世界株式 (オール・カントリー),,
JP-0288,src/pages/FundPage.jsx,55,string_literal,"¥28,000億",,
JP-0289,src/pages/FundPage.jsx,55,string_literal,三菱UFJ国際投信,,
JP-0290,src/pages/FundPage.jsx,55,string_literal,全世界株式,,
JP-0291,src/pages/FundPage.jsx,56,string_literal,eMAXIS Slim 米国株式 (S&P500),,
JP-0292,src/pages/FundPage.jsx,56,string_literal,"¥15,000億",,
JP-0293,src/pages/FundPage.jsx,56,string_literal,三菱UFJ国際投信,,
JP-0294,src/pages/FundPage.jsx,56,string_literal,米国株式,,
JP-0295,src/pages/FundPage.jsx,57,string_literal,MAXIS 国内株式・日経ダブルインデックス,,
JP-0296,src/pages/FundPage.jsx,57,string_literal,"¥8,500億",,
JP-0297,src/pages/FundPage.jsx,57,string_literal,三菱UFJ国際投信,,
JP-0298,src/pages/FundPage.jsx,57,string_literal,国内株式,,
JP-0299,src/pages/FundPage.jsx,58,string_literal,"¥4,200億",,
JP-0300,src/pages/FundPage.jsx,58,string_literal,アライアンス・バーンスタイン,,
JP-0301,src/pages/FundPage.jsx,58,string_literal,アライアンス・バーンスタイン・米国成長株投信Ｄ,,
JP-0302,src/pages/FundPage.jsx,58,string_literal,米国株式,,
JP-0303,src/pages/FundPage.jsx,59,string_literal,"¥2,800億",,
JP-0304,src/pages/FundPage.jsx,59,string_literal,ひふみプラス,,
JP-0305,src/pages/FundPage.jsx,59,string_literal,レオス・キャピタルワークス,,
JP-0306,src/pages/FundPage.jsx,59,string_literal,国内株式,,
JP-0307,src/pages/FundPage.jsx,60,string_literal,"¥1,800億",,
JP-0308,src/pages/FundPage.jsx,60,string_literal,ピクテ・グローバル・インカム株式ファンド,,
JP-0309,src/pages/FundPage.jsx,60,string_literal,ピクテ投信,,
JP-0310,src/pages/FundPage.jsx,60,string_literal,全世界株式,,
JP-0311,src/pages/FundPage.jsx,61,string_literal,¥950億,,
JP-0312,src/pages/FundPage.jsx,61,string_literal,ニッセイ 新興国株式ファンド,,
JP-0313,src/pages/FundPage.jsx,61,string_literal,ニッセイアセットマネジメント,,
JP-0314,src/pages/FundPage.jsx,61,string_literal,新興国株式,,
JP-0315,src/pages/FundPage.jsx,62,string_literal,"¥1,200億",,
JP-0316,src/pages/FundPage.jsx,62,string_literal,大和 上場投信・REIT インデックス,,
JP-0317,src/pages/FundPage.jsx,62,string_literal,大和アセットマネジメント,,
JP-0318,src/pages/FundPage.jsx,63,string_literal,¥650億,,
JP-0319,src/pages/FundPage.jsx,63,string_literal,バランス型,,
JP-0320,src/pages/FundPage.jsx,63,string_literal,ムジ・インベストメント,,
JP-0321,src/pages/FundPage.jsx,63,string_literal,ムジ・バランス・ファンド,,
JP-0322,src/pages/FundPage.jsx,64,string_literal,"¥3,200億",,
JP-0323,src/pages/FundPage.jsx,64,string_literal,全世界株式,,
JP-0324,src/pages/FundPage.jsx,64,string_literal,楽天・全世界・株価指数・ECO,,
JP-0325,src/pages/FundPage.jsx,64,string_literal,楽天投信,,
JP-0326,src/pages/FundPage.jsx,70,string_literal,¥${Math.round((value || 0) / 100).toLocaleString()}億,,
JP-0327,src/pages/FundPage.jsx,73,string_literal,低コスト重視,,
JP-0328,src/pages/FundPage.jsx,73,string_literal,信託報酬0.5%未満を優先表示,,
JP-0329,src/pages/FundPage.jsx,74,string_literal,国内中心で比較,,
JP-0330,src/pages/FundPage.jsx,74,string_literal,国内株式カテゴリに絞り込み,,
JP-0331,src/pages/FundPage.jsx,75,string_literal,全世界・米国・新興国を同時確認,,
JP-0332,src/pages/FundPage.jsx,75,string_literal,海外分散を確認,,
JP-0333,src/pages/FundPage.jsx,79,string_literal,おすすめではなく、選択した条件と並び替え基準に従って表示されます。,,
JP-0334,src/pages/FundPage.jsx,79,string_literal,この一覧はおすすめ順ですか？,,
JP-0335,src/pages/FundPage.jsx,80,string_literal,LIVE/QUICK/FALLBACKのいずれかを明示し、取得可能な最新データを表示します。,,
JP-0336,src/pages/FundPage.jsx,80,string_literal,表示されるデータはいつ更新されますか？,,
JP-0337,src/pages/FundPage.jsx,81,string_literal,ここで購入できますか？,,
JP-0338,src/pages/FundPage.jsx,81,string_literal,購入は外部の公式チャネルで行われます。当ページは比較・検討支援が目的です。,,
JP-0339,src/pages/FundPage.jsx,236,string_literal,国内株式,,
JP-0340,src/pages/FundPage.jsx,237,string_literal,先進国株式,,
JP-0341,src/pages/FundPage.jsx,237,string_literal,全世界株式,,
JP-0342,src/pages/FundPage.jsx,237,string_literal,新興国株式,,
JP-0343,src/pages/FundPage.jsx,237,string_literal,米国株式,,
JP-0344,src/pages/FundPage.jsx,346,string_literal,比較は最大3件まで選択できます。,,
JP-0345,src/pages/FundPage.jsx,354,string_literal,比較するには2つのファンドを選択してください。,,
JP-0346,src/pages/FundPage.jsx,388,jsx_text,データを読み込んでいます...,,
JP-0347,src/pages/FundPage.jsx,399,jsx_text,ファンド・インテリジェンス,,
JP-0348,src/pages/FundPage.jsx,400,jsx_text,資金フロー・リスク・一覧を一画面で確認,,
JP-0349,src/pages/FundPage.jsx,415,jsx_text,最終更新日,,
JP-0350,src/pages/FundPage.jsx,419,jsx_text,データ出典,,
JP-0351,src/pages/FundPage.jsx,423,jsx_text,比較方針,,
JP-0352,src/pages/FundPage.jsx,424,jsx_text,同一指標で横断比較,,
JP-0353,src/pages/FundPage.jsx,427,jsx_text,注意事項,,
JP-0354,src/pages/FundPage.jsx,428,jsx_text,投資助言・勧誘ではありません,,
JP-0355,src/pages/FundPage.jsx,433,jsx_text,選び方ガイド（よく使う比較軸）,,
JP-0356,src/pages/FundPage.jsx,444,jsx_text,利用シーン,,
JP-0357,src/pages/FundPage.jsx,458,string_literal,ファンド名 / ISIN で検索,,
JP-0358,src/pages/FundPage.jsx,469,string_literal,すべて,,
JP-0359,src/pages/FundPage.jsx,470,string_literal,ウォッチ,,
JP-0360,src/pages/FundPage.jsx,471,string_literal,国内,,
JP-0361,src/pages/FundPage.jsx,472,string_literal,海外/全世界,,
JP-0362,src/pages/FundPage.jsx,473,string_literal,低コスト,,
JP-0363,src/pages/FundPage.jsx,498,jsx_text,カテゴリ資金フロー（上位概念）,,
JP-0364,src/pages/FundPage.jsx,500,jsx_text,中央軸: 左がプラス / 右がマイナス,,
JP-0365,src/pages/FundPage.jsx,520,string_literal,${original > 0 ? '+' : ''}${original}億,,
JP-0366,src/pages/FundPage.jsx,520,string_literal,カテゴリフロー,,
JP-0367,src/pages/FundPage.jsx,528,string_literal,カテゴリフロー,,
JP-0368,src/pages/FundPage.jsx,582,jsx_text,リスク・リターン バブルチャート,,
JP-0369,src/pages/FundPage.jsx,587,string_literal,ボラティリティ,,
JP-0370,src/pages/FundPage.jsx,588,string_literal,1年リターン,,
JP-0371,src/pages/FundPage.jsx,601,jsx_text,ウォッチ中,,
JP-0372,src/pages/FundPage.jsx,640,jsx_text,ファンド一覧,,
JP-0373,src/pages/FundPage.jsx,655,jsx_text,比較,,
JP-0374,src/pages/FundPage.jsx,656,jsx_text,順位,,
JP-0375,src/pages/FundPage.jsx,657,jsx_text,ファンド,,
JP-0376,src/pages/FundPage.jsx,658,jsx_text,信託報酬,,
JP-0377,src/pages/FundPage.jsx,659,jsx_text,ボラティリティ,,
JP-0378,src/pages/FundPage.jsx,660,jsx_text,シャープレシオ,,
JP-0379,src/pages/FundPage.jsx,661,jsx_text,純資産(AUM),,
JP-0380,src/pages/FundPage.jsx,662,jsx_text,1年リターン,,
JP-0381,src/pages/FundPage.jsx,663,jsx_text,評価,,
JP-0382,src/pages/FundPage.jsx,727,jsx_text,前へ,,
JP-0383,src/pages/FundPage.jsx,735,jsx_text,次へ,,
JP-0384,src/pages/FundPage.jsx,743,jsx_text,よくある質問（比較の見方）,,
JP-0385,src/pages/FundPage.jsx,754,jsx_text,重要なお知らせ,,
JP-0386,src/pages/FundPage.jsx,755,jsx_text,本ページは情報提供を目的とした比較画面であり、特定商品の取得・売却を推奨するものではありません。 実際の投資判断は、最新の目論見書・約款・費用情報をご確認のうえ、ご自身の判断と責任で行ってください。,,
JP-0387,src/pages/FundPage.jsx,761,string_literal,投資関連の注意事項,,
JP-0388,src/pages/FundPage.jsx,771,jsx_text,比較する,,
JP-0389,src/pages/FundPage.jsx,779,jsx_text,※ データ提供: QUICK | 基準日: 2026.02.02,,
JP-0390,src/pages/HomePage.jsx,12,string_literal,eMAXIS Slim 全世界株式 (オール・カントリー),,
JP-0391,src/pages/HomePage.jsx,12,string_literal,¥5.8兆,,
JP-0392,src/pages/HomePage.jsx,12,string_literal,中,,
JP-0393,src/pages/HomePage.jsx,12,string_literal,再投資型,,
JP-0394,src/pages/HomePage.jsx,12,string_literal,国際株式,,
JP-0395,src/pages/HomePage.jsx,13,string_literal,eMAXIS Slim 米国株式 (S&P500),,
JP-0396,src/pages/HomePage.jsx,13,string_literal,¥6.2兆,,
JP-0397,src/pages/HomePage.jsx,13,string_literal,中〜高,,
JP-0398,src/pages/HomePage.jsx,13,string_literal,再投資型,,
JP-0399,src/pages/HomePage.jsx,13,string_literal,北米株式,,
JP-0400,src/pages/HomePage.jsx,14,string_literal,¥1.1兆,,
JP-0401,src/pages/HomePage.jsx,14,string_literal,アライアンス・バーンスタイン・米国成長株投信Ｄ,,
JP-0402,src/pages/HomePage.jsx,14,string_literal,分配型,,
JP-0403,src/pages/HomePage.jsx,14,string_literal,北米株式,,
JP-0404,src/pages/HomePage.jsx,14,string_literal,高,,
JP-0405,src/pages/HomePage.jsx,15,string_literal,"¥4,300億",,
JP-0406,src/pages/HomePage.jsx,15,string_literal,ひふみプラス,,
JP-0407,src/pages/HomePage.jsx,15,string_literal,中,,
JP-0408,src/pages/HomePage.jsx,15,string_literal,再投資型,,
JP-0409,src/pages/HomePage.jsx,15,string_literal,国内株式,,
JP-0410,src/pages/HomePage.jsx,16,string_literal,"¥2,100億",,
JP-0411,src/pages/HomePage.jsx,16,string_literal,中,,
JP-0412,src/pages/HomePage.jsx,16,string_literal,全世界株式,,
JP-0413,src/pages/HomePage.jsx,16,string_literal,再投資型,,
JP-0414,src/pages/HomePage.jsx,16,string_literal,楽天・全世界・株価指数・ECO,,
JP-0415,src/pages/HomePage.jsx,41,jsx_text,住宅ローン計算,,
JP-0416,src/pages/HomePage.jsx,45,jsx_text,借入金額 (万円),,
JP-0417,src/pages/HomePage.jsx,50,jsx_text,金利 (%),,
JP-0418,src/pages/HomePage.jsx,54,jsx_text,返済期間 (年),,
JP-0419,src/pages/HomePage.jsx,58,jsx_text,計算する,,
JP-0420,src/pages/HomePage.jsx,62,jsx_text,毎月の返済額,,
JP-0421,src/pages/HomePage.jsx,66,jsx_text,元金,,
JP-0422,src/pages/HomePage.jsx,70,jsx_text,利息,,
JP-0423,src/pages/HomePage.jsx,74,jsx_text,総返済額,,
JP-0424,src/pages/HomePage.jsx,105,jsx_text,積立シミュレーション,,
JP-0425,src/pages/HomePage.jsx,109,jsx_text,毎月の積立額 (万円),,
JP-0426,src/pages/HomePage.jsx,114,jsx_text,想定利回り (%),,
JP-0427,src/pages/HomePage.jsx,118,jsx_text,積立期間 (年),,
JP-0428,src/pages/HomePage.jsx,122,jsx_text,計算する,,
JP-0429,src/pages/HomePage.jsx,127,jsx_text,万円,,
JP-0430,src/pages/HomePage.jsx,142,jsx_text,無料AI診断,,
JP-0431,src/pages/HomePage.jsx,144,jsx_text,リスク許容度に基づいたポートフォリオ診断をご提供します。ログインして診断を開始してください。,,
JP-0432,src/pages/HomePage.jsx,150,jsx_text,ログインして診断,,
JP-0433,src/pages/HomePage.jsx,174,string_literal,カード,,
JP-0434,src/pages/HomePage.jsx,175,string_literal,銀行,,
JP-0435,src/pages/HomePage.jsx,176,string_literal,投資信託,,
JP-0436,src/pages/HomePage.jsx,177,string_literal,ローン,,
JP-0437,src/pages/HomePage.jsx,178,string_literal,株式,,
JP-0438,src/pages/HomePage.jsx,179,string_literal,ポイ活,,
JP-0439,src/pages/HomePage.jsx,180,string_literal,保険,,
JP-0440,src/pages/HomePage.jsx,184,string_literal,初年度無料,,
JP-0441,src/pages/HomePage.jsx,186,string_literal,永年無料,,
JP-0442,src/pages/HomePage.jsx,188,string_literal,永年無料,,
JP-0443,src/pages/HomePage.jsx,189,string_literal,永年無料,,
JP-0444,src/pages/HomePage.jsx,203,jsx_text,只今、金利キャンペーン実施中 (最大0.2%UP),,
JP-0445,src/pages/HomePage.jsx,209,jsx_text,全ての金融サービスを、,,
JP-0446,src/pages/HomePage.jsx,211,jsx_text,ひとつで。,,
JP-0447,src/pages/HomePage.jsx,213,jsx_text,家計管理から資産運用まで。,,
JP-0448,src/pages/HomePage.jsx,214,jsx_text,AIがあなたの「お金」を最適化します。,,
JP-0449,src/pages/HomePage.jsx,222,jsx_text,無料AI診断,,
JP-0450,src/pages/HomePage.jsx,228,jsx_text,シミュレーション,,
JP-0451,src/pages/HomePage.jsx,262,jsx_text,クレジットカード比較,,
JP-0452,src/pages/HomePage.jsx,264,jsx_text,すべて見る,,
JP-0453,src/pages/HomePage.jsx,279,jsx_text,ポイント還元率,,
JP-0454,src/pages/HomePage.jsx,283,jsx_text,年会費,,
JP-0455,src/pages/HomePage.jsx,290,jsx_text,詳細を見る,,
JP-0456,src/pages/HomePage.jsx,300,jsx_text,もっと見る,,
JP-0457,src/pages/HomePage.jsx,311,jsx_text,住宅ローン,,
JP-0458,src/pages/HomePage.jsx,312,jsx_text,借り換えシミュレーション,,
JP-0459,src/pages/HomePage.jsx,313,jsx_text,今の金利と比べるだけで、,,
JP-0460,src/pages/HomePage.jsx,313,jsx_text,数百万円お得になる可能性があります。,,
JP-0461,src/pages/HomePage.jsx,316,jsx_text,最安金利,,
JP-0462,src/pages/HomePage.jsx,329,jsx_text,積立投資,,
JP-0463,src/pages/HomePage.jsx,330,jsx_text,将来の資産を計算,,
JP-0464,src/pages/HomePage.jsx,331,jsx_text,いくらになるかチェック！,,
JP-0465,src/pages/HomePage.jsx,331,jsx_text,毎月3万円を20年間積み立てると、,,
JP-0466,src/pages/HomePage.jsx,334,jsx_text,税制優遇対象,,
JP-0467,src/pages/HomePage.jsx,335,jsx_text,NISA活用,,
JP-0468,src/pages/HomePage.jsx,341,jsx_text,※ 税制優遇は制度条件・非課税枠・運用期間により異なります。制度変更となる場合があります。,,
JP-0469,src/pages/HomePage.jsx,353,jsx_text,ライフイベントから探す,,
JP-0470,src/pages/HomePage.jsx,357,string_literal,住宅ローン・保険,,
JP-0471,src/pages/HomePage.jsx,357,string_literal,家を買う,,
JP-0472,src/pages/HomePage.jsx,358,string_literal,iDeCo・年金,,
JP-0473,src/pages/HomePage.jsx,358,string_literal,老後に備える,,
JP-0474,src/pages/HomePage.jsx,359,string_literal,子供の教育,,
JP-0475,src/pages/HomePage.jsx,359,string_literal,学資保険・積立,,
JP-0476,src/pages/HomePage.jsx,360,string_literal,マイル・保険,,
JP-0477,src/pages/HomePage.jsx,360,string_literal,旅行に行く,,
JP-0478,src/pages/HomePage.jsx,383,jsx_text,投資信託ランキング,,
JP-0479,src/pages/HomePage.jsx,385,jsx_text,もっと見る,,
JP-0480,src/pages/HomePage.jsx,421,jsx_text,キー情報,,
JP-0481,src/pages/HomePage.jsx,431,jsx_text,1年収益率,,
JP-0482,src/pages/HomePage.jsx,435,jsx_text,リスク目安,,
JP-0483,src/pages/HomePage.jsx,439,jsx_text,信託報酬,,
JP-0484,src/pages/HomePage.jsx,443,jsx_text,純資産総額,,
JP-0485,src/pages/HomePage.jsx,447,jsx_text,分配方針,,
JP-0486,src/pages/LegalPage.jsx,7,string_literal,運営会社 (About Us),,
JP-0487,src/pages/LegalPage.jsx,13,jsx_text,MoneyLab Ltd.（MoneyMart運営会社）,,
JP-0488,src/pages/LegalPage.jsx,13,jsx_text,会社名,,
JP-0489,src/pages/LegalPage.jsx,14,jsx_text,代表取締役 Kelly Nam,,
JP-0490,src/pages/LegalPage.jsx,14,jsx_text,代表者,,
JP-0491,src/pages/LegalPage.jsx,15,jsx_text,〒100-0004 東京都千代田区大手町1-1-1,,
JP-0492,src/pages/LegalPage.jsx,15,jsx_text,所在地,,
JP-0493,src/pages/LegalPage.jsx,16,jsx_text,2026年 1月,,
JP-0494,src/pages/LegalPage.jsx,16,jsx_text,設立,,
JP-0495,src/pages/LegalPage.jsx,17,jsx_text,事業内容,,
JP-0496,src/pages/LegalPage.jsx,17,jsx_text,金融商品比較プラットフォームの企画・開発・運営,,
JP-0497,src/pages/LegalPage.jsx,18,jsx_text,登録番号,,
JP-0498,src/pages/LegalPage.jsx,18,jsx_text,金融商品取引業者 関東財務局長（金商）第1234号,,
JP-0499,src/pages/LegalPage.jsx,25,string_literal,利用規約,,
JP-0500,src/pages/LegalPage.jsx,30,jsx_text,第1条（総則）,,
JP-0501,src/pages/LegalPage.jsx,31,jsx_text,この利用規約（以下「本規約」）は、MoneyLab Ltd.（以下「当社」）が提供する本サービス「MoneyMart」の利用条件を定めるものです。,,
JP-0502,src/pages/LegalPage.jsx,34,jsx_text,第2条（免責事項）,,
JP-0503,src/pages/LegalPage.jsx,35,jsx_text,当社は、本サービスに掲載される情報の正確性について万全を期していますが、その完全性を保証するものではありません。本サービスの情報に基づいてユーザーが被った損害について、当社は一切の責任を負いません。,,
JP-0504,src/pages/LegalPage.jsx,38,jsx_text,第3条（禁止事項）,,
JP-0505,src/pages/LegalPage.jsx,39,jsx_text,1. 法令または公序良俗に違反する行為,,
JP-0506,src/pages/LegalPage.jsx,39,jsx_text,2. 当社のサーバーに過度の負担をかける行為,,
JP-0507,src/pages/LegalPage.jsx,39,jsx_text,ユーザーは、本サービスの利用にあたり、以下の行為をしてはなりません。,,
JP-0508,src/pages/LegalPage.jsx,41,jsx_text,制定日：2026年2月11日,,
JP-0509,src/pages/LegalPage.jsx,46,string_literal,プライバシーポリシー,,
JP-0510,src/pages/LegalPage.jsx,50,jsx_text,MoneyLab Ltd.（以下「当社」）は、個人情報保護の重要性を認識し、以下の通りプライバシーポリシーを定めます。,,
JP-0511,src/pages/LegalPage.jsx,52,jsx_text,1. 個人情報の収集,,
JP-0512,src/pages/LegalPage.jsx,53,jsx_text,当社は、ユーザーが本サービスを利用する際に、氏名、メールアドレス、資産情報等の個人情報を適正な手段で取得します。,,
JP-0513,src/pages/LegalPage.jsx,56,jsx_text,2. 利用目的,,
JP-0514,src/pages/LegalPage.jsx,57,jsx_text,取得した個人情報は、本サービスの提供、本人確認、お問い合わせ対応、およびサービスの改善のために利用します。,,
JP-0515,src/pages/LegalPage.jsx,60,jsx_text,3. 第三者提供,,
JP-0516,src/pages/LegalPage.jsx,61,jsx_text,当社は、法令に基づく場合を除き、ユーザーの同意なく個人情報を第三者に提供しません。,,
JP-0517,src/pages/LegalPage.jsx,67,string_literal,セキュリティ宣言,,
JP-0518,src/pages/LegalPage.jsx,71,jsx_text,MoneyMartはお客様の大切な資産情報を守るため、金融機関レベルのセキュリティ対策を実施しています。,,
JP-0519,src/pages/LegalPage.jsx,73,jsx_text,SSL/TLS暗号化：,,
JP-0520,src/pages/LegalPage.jsx,73,jsx_text,全ての通信を暗号化し、第三者による盗聴を防ぎます。,,
JP-0521,src/pages/LegalPage.jsx,74,jsx_text,お客様の資産データは、インターネットから隔離されたセキュアな環境で保管されます。,,
JP-0522,src/pages/LegalPage.jsx,74,jsx_text,厳格なデータ管理：,,
JP-0523,src/pages/LegalPage.jsx,75,jsx_text,24時間365日の監視：,,
JP-0524,src/pages/LegalPage.jsx,75,jsx_text,専門のセキュリティチームがシステムの異常を常時監視しています。,,
JP-0525,src/pages/LegalPage.jsx,81,string_literal,勧誘方針,,
JP-0526,src/pages/LegalPage.jsx,85,jsx_text,当社は、「金融商品の販売等に関する法律」に基づき、以下の勧誘方針を定めております。,,
JP-0527,src/pages/LegalPage.jsx,87,jsx_text,お客様の知識、経験、財産状況および目的に照らし、適切な商品の勧誘に努めます。,,
JP-0528,src/pages/LegalPage.jsx,88,jsx_text,お客様に誤解を招くような説明や、不確実な事項を断定的に告げるような行為はいたしません。,,
JP-0529,src/pages/LegalPage.jsx,89,jsx_text,深夜や早朝など、お客様のご迷惑となる時間帯や場所での勧誘は行いません。,,
JP-0530,src/pages/LegalPage.jsx,95,string_literal,反社会的勢力への対応,,
JP-0531,src/pages/LegalPage.jsx,99,jsx_text,当社は、市民社会の秩序や安全に脅威を与える反社会的勢力に対し、以下の通り断固とした姿勢で臨みます。,,
JP-0532,src/pages/LegalPage.jsx,101,jsx_text,反社会的勢力とは、取引を含めた一切の関係を遮断します。,,
JP-0533,src/pages/LegalPage.jsx,102,jsx_text,反社会的勢力による不当要求に対しては、民事と刑事の両面から法的対応を行います。,,
JP-0534,src/pages/LegalPage.jsx,103,jsx_text,反社会的勢力への資金提供や裏取引は絶対に行いません。,,
JP-0535,src/pages/LegalPage.jsx,128,string_literal,戻る,,
JP-0536,src/pages/LegalPage.jsx,145,jsx_text,本ページの内容は予告なく変更される場合があります。,,
JP-0537,src/pages/LegalPage.jsx,146,jsx_text,最終更新日: 2026年 2月 11日,,
JP-0538,src/pages/Login.jsx,21,string_literal,ログインに失敗しました。,,
JP-0539,src/pages/Login.jsx,30,string_literal,Googleログインに失敗しました。,,
JP-0540,src/pages/Login.jsx,37,jsx_text,ログイン,,
JP-0541,src/pages/Login.jsx,43,jsx_text,Googleでログイン,,
JP-0542,src/pages/Login.jsx,48,jsx_text,またはメールでログイン,,
JP-0543,src/pages/Login.jsx,53,jsx_text,メールアドレス,,
JP-0544,src/pages/Login.jsx,63,jsx_text,パスワード,,
JP-0545,src/pages/Login.jsx,73,string_literal,ログイン,,
JP-0546,src/pages/Login.jsx,73,string_literal,ログイン中...,,
JP-0547,src/pages/Login.jsx,78,jsx_text,会員登録,,
JP-0548,src/pages/LoungePage.jsx,37,string_literal,たった今,,
JP-0549,src/pages/LoungePage.jsx,38,string_literal,${min}分前,,
JP-0550,src/pages/LoungePage.jsx,40,string_literal,${hour}時間前,,
JP-0551,src/pages/LoungePage.jsx,41,string_literal,${Math.floor(hour / 24)}日前,,
JP-0552,src/pages/LoungePage.jsx,96,string_literal,ラウンジデータの読み込みに失敗しました。,,
JP-0553,src/pages/LoungePage.jsx,111,string_literal,ログイン後に利用できます。,,
JP-0554,src/pages/LoungePage.jsx,124,string_literal,タイトルと本文を入力してください。,,
JP-0555,src/pages/LoungePage.jsx,148,string_literal,投稿に失敗しました。,,
JP-0556,src/pages/LoungePage.jsx,158,string_literal,自分の投稿にはいいねできません。,,
JP-0557,src/pages/LoungePage.jsx,177,string_literal,いいね処理に失敗しました。,,
JP-0558,src/pages/LoungePage.jsx,187,string_literal,この投稿を削除しますか？この操作は元に戻せません。,,
JP-0559,src/pages/LoungePage.jsx,194,string_literal,投稿削除に失敗しました。,,
JP-0560,src/pages/LoungePage.jsx,218,string_literal,保存処理に失敗しました。,,
JP-0561,src/pages/LoungePage.jsx,231,string_literal,フォロー操作に失敗しました。,,
JP-0562,src/pages/LoungePage.jsx,243,string_literal,コメント読み込みに失敗しました。,,
